기준년월,그룹내고객수,매수고객수,거래량,거래금액_만원단위,평균가격,직전달TOP3여부,그룹번호,종목번호,표준산업구분코드_대분류,표준산업구분코드_중분류,표준산업구분코드_소분류,시장구분
201907,288,4,507707.5217391304,6836586.956521737,134656.0108682909,1,0,16,9,22,37,1
201907,776,3,507707.5217391304,6836586.956521737,134656.0108682909,1,3,16,9,22,37,1
201907,1615,13,507707.5217391304,6836586.956521737,134656.0108682909,1,5,16,9,22,37,1
201907,152,3,507707.5217391304,6836586.956521737,134656.0108682909,1,11,16,9,22,37,1
201907,286,4,507707.5217391304,6836586.956521737,134656.0108682909,1,16,16,9,22,37,1
201907,637,5,507707.5217391304,6836586.956521737,134656.0108682909,1,20,16,9,22,37,1
201907,1724,39,507707.5217391304,6836586.956521737,134656.0108682909,1,22,16,9,22,37,1
201907,769,10,507707.5217391304,6836586.956521737,134656.0108682909,1,34,16,9,22,37,1
201907,2879,20,507707.5217391304,6836586.956521737,134656.0108682909,1,42,16,9,22,37,1
201907,684,8,507707.5217391304,6836586.956521737,134656.0108682909,1,45,16,9,22,37,1
201907,244,5,507707.5217391304,6836586.956521737,134656.0108682909,1,46,16,9,22,37,1
201907,288,13,7990077.869565218,36962997.91304348,46261.12350398762,1,0,17,9,32,49,1
201907,776,25,7990077.869565218,36962997.91304348,46261.12350398762,1,3,17,9,32,49,1
201907,890,10,7990077.869565218,36962997.91304348,46261.12350398762,1,4,17,9,32,49,1
201907,1615,74,7990077.869565218,36962997.91304348,46261.12350398762,1,5,17,9,32,49,1
201907,386,4,7990077.869565218,36962997.91304348,46261.12350398762,1,7,17,9,32,49,1
201907,634,13,7990077.869565218,36962997.91304348,46261.12350398762,1,8,17,9,32,49,1
201907,175,5,7990077.869565218,36962997.91304348,46261.12350398762,1,10,17,9,32,49,1
201907,253,9,7990077.869565218,36962997.91304348,46261.12350398762,1,13,17,9,32,49,1
201907,104,6,7990077.869565218,36962997.91304348,46261.12350398762,1,14,17,9,32,49,1
201907,286,7,7990077.869565218,36962997.91304348,46261.12350398762,1,16,17,9,32,49,1
201907,545,20,7990077.869565218,36962997.91304348,46261.12350398762,1,17,17,9,32,49,1
201907,143,4,7990077.869565218,36962997.91304348,46261.12350398762,1,19,17,9,32,49,1
201907,637,5,7990077.869565218,36962997.91304348,46261.12350398762,1,20,17,9,32,49,1
201907,1724,66,7990077.869565218,36962997.91304348,46261.12350398762,1,22,17,9,32,49,1
201907,153,8,7990077.869565218,36962997.91304348,46261.12350398762,1,26,17,9,32,49,1
201907,102,0,7990077.869565218,36962997.91304348,46261.12350398762,1,27,17,9,32,49,1
201907,116,3,7990077.869565218,36962997.91304348,46261.12350398762,1,29,17,9,32,49,1
201907,320,12,7990077.869565218,36962997.91304348,46261.12350398762,1,32,17,9,32,49,1
201907,92,0,7990077.869565218,36962997.91304348,46261.12350398762,1,33,17,9,32,49,1
201907,769,15,7990077.869565218,36962997.91304348,46261.12350398762,1,34,17,9,32,49,1
201907,251,7,7990077.869565218,36962997.91304348,46261.12350398762,1,35,17,9,32,49,1
201907,366,8,7990077.869565218,36962997.91304348,46261.12350398762,1,36,17,9,32,49,1
201907,608,17,7990077.869565218,36962997.91304348,46261.12350398762,1,37,17,9,32,49,1
201907,91,3,7990077.869565218,36962997.91304348,46261.12350398762,1,38,17,9,32,49,1
201907,932,8,7990077.869565218,36962997.91304348,46261.12350398762,1,40,17,9,32,49,1
201907,444,3,7990077.869565218,36962997.91304348,46261.12350398762,1,41,17,9,32,49,1
201907,2879,92,7990077.869565218,36962997.91304348,46261.12350398762,1,42,17,9,32,49,1
201907,264,12,7990077.869565218,36962997.91304348,46261.12350398762,1,43,17,9,32,49,1
201907,684,24,7990077.869565218,36962997.91304348,46261.12350398762,1,45,17,9,32,49,1
201907,244,10,7990077.869565218,36962997.91304348,46261.12350398762,1,46,17,9,32,49,1
201907,163,4,7990077.869565218,36962997.91304348,46261.12350398762,1,47,17,9,32,49,1
201907,288,5,813299.6086956522,3091933.2173913037,38017.148715343195,1,0,18,9,32,49,1
201907,776,8,813299.6086956522,3091933.2173913037,38017.148715343195,1,3,18,9,32,49,1
201907,1615,9,813299.6086956522,3091933.2173913037,38017.148715343195,1,5,18,9,32,49,1
201907,545,3,813299.6086956522,3091933.2173913037,38017.148715343195,1,17,18,9,32,49,1
201907,1724,4,813299.6086956522,3091933.2173913037,38017.148715343195,1,22,18,9,32,49,1
201907,608,3,813299.6086956522,3091933.2173913037,38017.148715343195,1,37,18,9,32,49,1
201907,2879,18,813299.6086956522,3091933.2173913037,38017.148715343195,1,42,18,9,32,49,1
201907,264,5,813299.6086956522,3091933.2173913037,38017.148715343195,1,43,18,9,32,49,1
201907,112,3,1139425.4347826086,903138.0869565216,7926.2587913778825,1,1,19,3,4,6,1
201907,386,0,1139425.4347826086,903138.0869565216,7926.2587913778825,1,7,19,3,4,6,1
201907,152,4,1139425.4347826086,903138.0869565216,7926.2587913778825,1,11,19,3,4,6,1
201907,1724,6,1139425.4347826086,903138.0869565216,7926.2587913778825,1,22,19,3,4,6,1
201907,264,12,1139425.4347826086,903138.0869565216,7926.2587913778825,1,43,19,3,4,6,1
201907,684,11,1139425.4347826086,903138.0869565216,7926.2587913778825,1,45,19,3,4,6,1
201907,163,3,1139425.4347826086,903138.0869565216,7926.2587913778825,1,47,19,3,4,6,1
201907,112,0,457163.34782608703,5770390.695652174,126221.63878822875,1,1,54,8,27,38,1
201907,1615,10,457163.34782608703,5770390.695652174,126221.63878822875,1,5,54,8,27,38,1
201907,545,5,457163.34782608703,5770390.695652174,126221.63878822875,1,17,54,8,27,38,1
201907,140,0,457163.34782608703,5770390.695652174,126221.63878822875,1,18,54,8,27,38,1
201907,637,4,457163.34782608703,5770390.695652174,126221.63878822875,1,20,54,8,27,38,1
201907,1724,13,457163.34782608703,5770390.695652174,126221.63878822875,1,22,54,8,27,38,1
201907,320,3,457163.34782608703,5770390.695652174,126221.63878822875,1,32,54,8,27,38,1
201907,769,3,457163.34782608703,5770390.695652174,126221.63878822875,1,34,54,8,27,38,1
201907,2879,15,457163.34782608703,5770390.695652174,126221.63878822875,1,42,54,8,27,38,1
201907,163,0,457163.34782608703,5770390.695652174,126221.63878822875,1,47,54,8,27,38,1
201907,112,4,1421348.0869565215,869252.8260869565,6115.6927994201205,0,1,61,9,7,50,1
201907,250,9,16281476.47826087,7680595.304347826,4717.382551025396,0,2,15,4,10,22,1
201907,776,6,16281476.47826087,7680595.304347826,4717.382551025396,0,3,15,4,10,22,1
201907,890,12,16281476.47826087,7680595.304347826,4717.382551025396,0,4,15,4,10,22,1
201907,1615,20,16281476.47826087,7680595.304347826,4717.382551025396,0,5,15,4,10,22,1
201907,386,5,16281476.47826087,7680595.304347826,4717.382551025396,0,7,15,4,10,22,1
201907,634,12,16281476.47826087,7680595.304347826,4717.382551025396,0,8,15,4,10,22,1
201907,637,6,16281476.47826087,7680595.304347826,4717.382551025396,0,20,15,4,10,22,1
201907,1724,10,16281476.47826087,7680595.304347826,4717.382551025396,0,22,15,4,10,22,1
201907,87,4,16281476.47826087,7680595.304347826,4717.382551025396,0,23,15,4,10,22,1
201907,103,6,16281476.47826087,7680595.304347826,4717.382551025396,0,24,15,4,10,22,1
201907,150,9,16281476.47826087,7680595.304347826,4717.382551025396,0,31,15,4,10,22,1
201907,251,5,16281476.47826087,7680595.304347826,4717.382551025396,0,35,15,4,10,22,1
201907,366,7,16281476.47826087,7680595.304347826,4717.382551025396,0,36,15,4,10,22,1
201907,608,4,16281476.47826087,7680595.304347826,4717.382551025396,0,37,15,4,10,22,1
201907,932,32,16281476.47826087,7680595.304347826,4717.382551025396,0,40,15,4,10,22,1
201907,444,15,16281476.47826087,7680595.304347826,4717.382551025396,0,41,15,4,10,22,1
201907,2879,15,16281476.47826087,7680595.304347826,4717.382551025396,0,42,15,4,10,22,1
201907,250,3,546456.6086956522,1359863.1739130437,24885.10802639805,0,2,89,9,19,9,0
201907,769,3,546456.6086956522,1359863.1739130437,24885.10802639805,0,34,89,9,19,9,0
201907,608,3,546456.6086956522,1359863.1739130437,24885.10802639805,0,37,89,9,19,9,0
201907,932,10,546456.6086956522,1359863.1739130437,24885.10802639805,0,40,89,9,19,9,0
201907,684,4,546456.6086956522,1359863.1739130437,24885.10802639805,0,45,89,9,19,9,0
201907,250,3,9518498.47826087,406365.34782608703,426.9216922754966,0,2,104,8,29,26,0
201907,1615,4,9518498.47826087,406365.34782608703,426.9216922754966,0,5,104,8,29,26,0
201907,932,5,9518498.47826087,406365.34782608703,426.9216922754966,0,40,104,8,29,26,0
201907,250,5,5655284.217391305,4930177.391304348,8717.824253894993,0,2,118,8,27,38,0
201907,776,5,5655284.217391305,4930177.391304348,8717.824253894993,0,3,118,8,27,38,0
201907,1615,8,5655284.217391305,4930177.391304348,8717.824253894993,0,5,118,8,27,38,0
201907,386,5,5655284.217391305,4930177.391304348,8717.824253894993,0,7,118,8,27,38,0
201907,175,4,5655284.217391305,4930177.391304348,8717.824253894993,0,10,118,8,27,38,0
201907,103,3,5655284.217391305,4930177.391304348,8717.824253894993,0,24,118,8,27,38,0
201907,251,4,5655284.217391305,4930177.391304348,8717.824253894993,0,35,118,8,27,38,0
201907,608,3,5655284.217391305,4930177.391304348,8717.824253894993,0,37,118,8,27,38,0
201907,932,18,5655284.217391305,4930177.391304348,8717.824253894993,0,40,118,8,27,38,0
201907,444,5,5655284.217391305,4930177.391304348,8717.824253894993,0,41,118,8,27,38,0
201907,776,8,62757.91304347825,1509331.5217391304,240500.59164546715,0,3,0,9,19,33,1
201907,890,4,62757.91304347825,1509331.5217391304,240500.59164546715,0,4,0,9,19,33,1
201907,1615,9,62757.91304347825,1509331.5217391304,240500.59164546715,0,5,0,9,19,33,1
201907,175,3,62757.91304347825,1509331.5217391304,240500.59164546715,0,10,0,9,19,33,1
201907,152,5,62757.91304347825,1509331.5217391304,240500.59164546715,0,11,0,9,19,33,1
201907,932,4,62757.91304347825,1509331.5217391304,240500.59164546715,0,40,0,9,19,33,1
201907,444,3,62757.91304347825,1509331.5217391304,240500.59164546715,0,41,0,9,19,33,1
201907,244,3,62757.91304347825,1509331.5217391304,240500.59164546715,0,46,0,9,19,33,1
201907,776,3,1221773.7391304348,3228699.7826086963,26426.331481855534,1,3,37,6,23,42,1
201907,1615,6,1221773.7391304348,3228699.7826086963,26426.331481855534,1,5,37,6,23,42,1
201907,167,5,1221773.7391304348,3228699.7826086963,26426.331481855534,1,12,37,6,23,42,1
201907,253,11,1221773.7391304348,3228699.7826086963,26426.331481855534,1,13,37,6,23,42,1
201907,545,4,1221773.7391304348,3228699.7826086963,26426.331481855534,1,17,37,6,23,42,1
201907,1724,10,1221773.7391304348,3228699.7826086963,26426.331481855534,1,22,37,6,23,42,1
201907,366,0,1221773.7391304348,3228699.7826086963,26426.331481855534,1,36,37,6,23,42,1
201907,608,0,1221773.7391304348,3228699.7826086963,26426.331481855534,1,37,37,6,23,42,1
201907,91,8,1221773.7391304348,3228699.7826086963,26426.331481855534,1,38,37,6,23,42,1
201907,2879,8,1221773.7391304348,3228699.7826086963,26426.331481855534,1,42,37,6,23,42,1
201907,684,9,1221773.7391304348,3228699.7826086963,26426.331481855534,1,45,37,6,23,42,1
201907,776,3,119230.17391304347,3046311.7391304346,255498.38930472077,1,3,38,8,17,41,1
201907,890,4,119230.17391304347,3046311.7391304346,255498.38930472077,1,4,38,8,17,41,1
201907,1615,6,119230.17391304347,3046311.7391304346,255498.38930472077,1,5,38,8,17,41,1
201907,1724,3,119230.17391304347,3046311.7391304346,255498.38930472077,1,22,38,8,17,41,1
201907,608,3,119230.17391304347,3046311.7391304346,255498.38930472077,1,37,38,8,17,41,1
201907,2879,12,119230.17391304347,3046311.7391304346,255498.38930472077,1,42,38,8,17,41,1
201907,244,10,119230.17391304347,3046311.7391304346,255498.38930472077,1,46,38,8,17,41,1
201907,776,4,398224.2173913043,1112799.8695652173,27944.05314812269,1,3,47,8,17,41,1
201907,2879,6,398224.2173913043,1112799.8695652173,27944.05314812269,1,42,47,8,17,41,1
201907,776,4,7047004.304347826,1814595.8260869563,2574.9889566086913,0,3,59,9,32,44,0
201907,150,4,7047004.304347826,1814595.8260869563,2574.9889566086913,0,31,59,9,32,44,0
201907,932,6,7047004.304347826,1814595.8260869563,2574.9889566086913,0,40,59,9,32,44,0
201907,776,3,6038438.695652174,1761459.5217391304,2917.0777588707238,0,3,64,9,12,16,1
201907,1615,3,6038438.695652174,1761459.5217391304,2917.0777588707238,0,5,64,9,12,16,1
201907,386,4,6038438.695652174,1761459.5217391304,2917.0777588707238,0,7,64,9,12,16,1
201907,150,5,6038438.695652174,1761459.5217391304,2917.0777588707238,0,31,64,9,12,16,1
201907,932,9,6038438.695652174,1761459.5217391304,2917.0777588707238,0,40,64,9,12,16,1
201907,444,7,6038438.695652174,1761459.5217391304,2917.0777588707238,0,41,64,9,12,16,1
201907,776,8,152340.95652173914,5266155.130434782,345682.1626089304,1,3,69,9,35,10,1
201907,890,4,152340.95652173914,5266155.130434782,345682.1626089304,1,4,69,9,35,10,1
201907,1615,7,152340.95652173914,5266155.130434782,345682.1626089304,1,5,69,9,35,10,1
201907,175,3,152340.95652173914,5266155.130434782,345682.1626089304,1,10,69,9,35,10,1
201907,286,4,152340.95652173914,5266155.130434782,345682.1626089304,1,16,69,9,35,10,1
201907,545,12,152340.95652173914,5266155.130434782,345682.1626089304,1,17,69,9,35,10,1
201907,1724,25,152340.95652173914,5266155.130434782,345682.1626089304,1,22,69,9,35,10,1
201907,153,8,152340.95652173914,5266155.130434782,345682.1626089304,1,26,69,9,35,10,1
201907,769,6,152340.95652173914,5266155.130434782,345682.1626089304,1,34,69,9,35,10,1
201907,251,0,152340.95652173914,5266155.130434782,345682.1626089304,1,35,69,9,35,10,1
201907,2879,15,152340.95652173914,5266155.130434782,345682.1626089304,1,42,69,9,35,10,1
201907,684,4,152340.95652173914,5266155.130434782,345682.1626089304,1,45,69,9,35,10,1
201907,776,22,524800.4782608695,9809666.56521739,186921.82975376726,1,3,78,9,19,9,1
201907,890,26,524800.4782608695,9809666.56521739,186921.82975376726,1,4,78,9,19,9,1
201907,1615,26,524800.4782608695,9809666.56521739,186921.82975376726,1,5,78,9,19,9,1
201907,386,5,524800.4782608695,9809666.56521739,186921.82975376726,1,7,78,9,19,9,1
201907,634,9,524800.4782608695,9809666.56521739,186921.82975376726,1,8,78,9,19,9,1
201907,175,4,524800.4782608695,9809666.56521739,186921.82975376726,1,10,78,9,19,9,1
201907,152,5,524800.4782608695,9809666.56521739,186921.82975376726,1,11,78,9,19,9,1
201907,545,5,524800.4782608695,9809666.56521739,186921.82975376726,1,17,78,9,19,9,1
201907,143,4,524800.4782608695,9809666.56521739,186921.82975376726,1,19,78,9,19,9,1
201907,637,3,524800.4782608695,9809666.56521739,186921.82975376726,1,20,78,9,19,9,1
201907,97,5,524800.4782608695,9809666.56521739,186921.82975376726,1,21,78,9,19,9,1
201907,1724,15,524800.4782608695,9809666.56521739,186921.82975376726,1,22,78,9,19,9,1
201907,769,12,524800.4782608695,9809666.56521739,186921.82975376726,1,34,78,9,19,9,1
201907,251,4,524800.4782608695,9809666.56521739,186921.82975376726,1,35,78,9,19,9,1
201907,366,5,524800.4782608695,9809666.56521739,186921.82975376726,1,36,78,9,19,9,1
201907,608,8,524800.4782608695,9809666.56521739,186921.82975376726,1,37,78,9,19,9,1
201907,932,10,524800.4782608695,9809666.56521739,186921.82975376726,1,40,78,9,19,9,1
201907,444,7,524800.4782608695,9809666.56521739,186921.82975376726,1,41,78,9,19,9,1
201907,2879,33,524800.4782608695,9809666.56521739,186921.82975376726,1,42,78,9,19,9,1
201907,684,4,524800.4782608695,9809666.56521739,186921.82975376726,1,45,78,9,19,9,1
201907,244,3,524800.4782608695,9809666.56521739,186921.82975376726,1,46,78,9,19,9,1
201907,776,6,461516.3043478261,2399847.347826087,51999.188874103565,1,3,85,4,10,14,0
201907,890,4,461516.3043478261,2399847.347826087,51999.188874103565,1,4,85,4,10,14,0
201907,1724,15,461516.3043478261,2399847.347826087,51999.188874103565,1,22,85,4,10,14,0
201907,366,4,461516.3043478261,2399847.347826087,51999.188874103565,1,36,85,4,10,14,0
201907,932,3,461516.3043478261,2399847.347826087,51999.188874103565,1,40,85,4,10,14,0
201907,444,4,461516.3043478261,2399847.347826087,51999.188874103565,1,41,85,4,10,14,0
201907,2879,9,461516.3043478261,2399847.347826087,51999.188874103565,1,42,85,4,10,14,0
201907,776,3,797820.1739130435,1358643.6956521738,17029.447738686238,0,3,86,9,7,50,0
201907,932,3,797820.1739130435,1358643.6956521738,17029.447738686238,0,40,86,9,7,50,0
201907,776,4,795901.6086956522,3540788.2173913037,44487.76304390258,1,3,90,3,5,11,1
201907,366,0,795901.6086956522,3540788.2173913037,44487.76304390258,1,36,90,3,5,11,1
201907,2879,5,795901.6086956522,3540788.2173913037,44487.76304390258,1,42,90,3,5,11,1
201907,264,5,795901.6086956522,3540788.2173913037,44487.76304390258,1,43,90,3,5,11,1
201907,684,5,795901.6086956522,3540788.2173913037,44487.76304390258,1,45,90,3,5,11,1
201907,890,9,1810237.1739130442,1367327.391304348,7553.305229881602,1,4,28,9,8,25,1
201907,1615,8,1810237.1739130442,1367327.391304348,7553.305229881602,1,5,28,9,8,25,1
201907,1724,6,1810237.1739130442,1367327.391304348,7553.305229881602,1,22,28,9,8,25,1
201907,320,3,1810237.1739130442,1367327.391304348,7553.305229881602,1,32,28,9,8,25,1
201907,769,15,1810237.1739130442,1367327.391304348,7553.305229881602,1,34,28,9,8,25,1
201907,608,4,1810237.1739130442,1367327.391304348,7553.305229881602,1,37,28,9,8,25,1
201907,2879,19,1810237.1739130442,1367327.391304348,7553.305229881602,1,42,28,9,8,25,1
201907,684,8,1810237.1739130442,1367327.391304348,7553.305229881602,1,45,28,9,8,25,1
201907,890,0,326355.0434782609,2966724.347826087,90904.81079155457,1,4,31,9,31,24,1
201907,1615,7,326355.0434782609,2966724.347826087,90904.81079155457,1,5,31,9,31,24,1
201907,253,0,326355.0434782609,2966724.347826087,90904.81079155457,1,13,31,9,31,24,1
201907,102,0,326355.0434782609,2966724.347826087,90904.81079155457,1,15,31,9,31,24,1
201907,286,4,326355.0434782609,2966724.347826087,90904.81079155457,1,16,31,9,31,24,1
201907,637,0,326355.0434782609,2966724.347826087,90904.81079155457,1,20,31,9,31,24,1
201907,1724,8,326355.0434782609,2966724.347826087,90904.81079155457,1,22,31,9,31,24,1
201907,2879,5,326355.0434782609,2966724.347826087,90904.81079155457,1,42,31,9,31,24,1
201907,264,5,326355.0434782609,2966724.347826087,90904.81079155457,1,43,31,9,31,24,1
201907,890,9,476743.7826086957,6274712.826086956,131616.03894973392,1,4,55,8,27,38,1
201907,1615,21,476743.7826086957,6274712.826086956,131616.03894973392,1,5,55,8,27,38,1
201907,634,5,476743.7826086957,6274712.826086956,131616.03894973392,1,8,55,8,27,38,1
201907,545,6,476743.7826086957,6274712.826086956,131616.03894973392,1,17,55,8,27,38,1
201907,637,5,476743.7826086957,6274712.826086956,131616.03894973392,1,20,55,8,27,38,1
201907,1724,23,476743.7826086957,6274712.826086956,131616.03894973392,1,22,55,8,27,38,1
201907,249,3,476743.7826086957,6274712.826086956,131616.03894973392,1,25,55,8,27,38,1
201907,769,5,476743.7826086957,6274712.826086956,131616.03894973392,1,34,55,8,27,38,1
201907,608,7,476743.7826086957,6274712.826086956,131616.03894973392,1,37,55,8,27,38,1
201907,932,4,476743.7826086957,6274712.826086956,131616.03894973392,1,40,55,8,27,38,1
201907,2879,36,476743.7826086957,6274712.826086956,131616.03894973392,1,42,55,8,27,38,1
201907,684,4,476743.7826086957,6274712.826086956,131616.03894973392,1,45,55,8,27,38,1
201907,244,0,476743.7826086957,6274712.826086956,131616.03894973392,1,46,55,8,27,38,1
201907,890,3,222574.91304347827,3512272.5217391313,157801.8148457295,0,4,84,9,21,15,1
201907,1615,12,222574.91304347827,3512272.5217391313,157801.8148457295,0,5,84,9,21,15,1
201907,253,6,222574.91304347827,3512272.5217391313,157801.8148457295,0,13,84,9,21,15,1
201907,545,10,222574.91304347827,3512272.5217391313,157801.8148457295,0,17,84,9,21,15,1
201907,637,3,222574.91304347827,3512272.5217391313,157801.8148457295,0,20,84,9,21,15,1
201907,1724,20,222574.91304347827,3512272.5217391313,157801.8148457295,0,22,84,9,21,15,1
201907,2879,13,222574.91304347827,3512272.5217391313,157801.8148457295,0,42,84,9,21,15,1
201907,684,7,222574.91304347827,3512272.5217391313,157801.8148457295,0,45,84,9,21,15,1
201907,890,4,3491407.1304347827,2166506.217391304,6205.2523136180625,0,4,109,9,24,13,0
201907,1615,3,3491407.1304347827,2166506.217391304,6205.2523136180625,0,5,109,9,24,13,0
201907,175,3,3491407.1304347827,2166506.217391304,6205.2523136180625,0,10,109,9,24,13,0
201907,1724,6,3491407.1304347827,2166506.217391304,6205.2523136180625,0,22,109,9,24,13,0
201907,150,6,3491407.1304347827,2166506.217391304,6205.2523136180625,0,31,109,9,24,13,0
201907,366,4,3491407.1304347827,2166506.217391304,6205.2523136180625,0,36,109,9,24,13,0
201907,932,10,3491407.1304347827,2166506.217391304,6205.2523136180625,0,40,109,9,24,13,0
201907,444,5,3491407.1304347827,2166506.217391304,6205.2523136180625,0,41,109,9,24,13,0
201907,2879,4,3491407.1304347827,2166506.217391304,6205.2523136180625,0,42,109,9,24,13,0
201907,890,3,2301536.5217391304,2241669.217391304,9739.881145563624,0,4,129,3,5,11,0
201907,1615,4,2301536.5217391304,2241669.217391304,9739.881145563624,0,5,129,3,5,11,0
201907,634,3,2301536.5217391304,2241669.217391304,9739.881145563624,0,8,129,3,5,11,0
201907,1724,3,2301536.5217391304,2241669.217391304,9739.881145563624,0,22,129,3,5,11,0
201907,150,4,2301536.5217391304,2241669.217391304,9739.881145563624,0,31,129,3,5,11,0
201907,932,9,2301536.5217391304,2241669.217391304,9739.881145563624,0,40,129,3,5,11,0
201907,1615,9,424723.2173913043,1166665.6956521738,27468.846718998786,1,5,11,5,34,53,1
201907,2879,5,424723.2173913043,1166665.6956521738,27468.846718998786,1,42,11,5,34,53,1
201907,1615,3,1491674.5217391304,691989.043478261,4639.008264828958,0,5,30,4,10,21,1
201907,1615,3,691423.043478261,807871.4347826086,11684.184413619549,0,5,39,9,7,35,1
201907,1615,4,58100.34782608696,2810385.1304347827,483712.2729191174,0,5,57,8,29,26,1
201907,2879,3,58100.34782608696,2810385.1304347827,483712.2729191174,0,42,57,8,29,26,1
201907,1615,3,405407.8695652174,267912.652173913,6608.471918940249,0,5,58,9,7,50,0
201907,932,3,405407.8695652174,267912.652173913,6608.471918940249,0,40,58,9,7,50,0
201907,1615,5,15978322.56521739,2129506.782608696,1332.7473981807948,0,5,71,9,1,51,0
201907,634,3,15978322.56521739,2129506.782608696,1332.7473981807948,0,8,71,9,1,51,0
201907,545,3,15978322.56521739,2129506.782608696,1332.7473981807948,0,17,71,9,1,51,0
201907,1724,4,15978322.56521739,2129506.782608696,1332.7473981807948,0,22,71,9,1,51,0
201907,84,3,15978322.56521739,2129506.782608696,1332.7473981807948,0,30,71,9,1,51,0
201907,150,3,15978322.56521739,2129506.782608696,1332.7473981807948,0,31,71,9,1,51,0
201907,608,7,15978322.56521739,2129506.782608696,1332.7473981807948,0,37,71,9,1,51,0
201907,932,9,15978322.56521739,2129506.782608696,1332.7473981807948,0,40,71,9,1,51,0
201907,444,4,15978322.56521739,2129506.782608696,1332.7473981807948,0,41,71,9,1,51,0
201907,1615,3,2640561.7391304346,310033.26086956525,1174.1185834634662,0,5,73,8,11,48,0
201907,1615,3,659374.1304347826,703662.4347826086,10671.671852194491,0,5,76,4,10,14,0
201907,932,4,659374.1304347826,703662.4347826086,10671.671852194491,0,40,76,4,10,14,0
201907,1615,3,228894.5652173913,3900779.652173913,170418.18570349936,1,5,88,9,31,24,1
201907,634,0,228894.5652173913,3900779.652173913,170418.18570349936,1,8,88,9,31,24,1
201907,253,0,228894.5652173913,3900779.652173913,170418.18570349936,1,13,88,9,31,24,1
201907,545,6,228894.5652173913,3900779.652173913,170418.18570349936,1,17,88,9,31,24,1
201907,1724,16,228894.5652173913,3900779.652173913,170418.18570349936,1,22,88,9,31,24,1
201907,153,3,228894.5652173913,3900779.652173913,170418.18570349936,1,26,88,9,31,24,1
201907,769,4,228894.5652173913,3900779.652173913,170418.18570349936,1,34,88,9,31,24,1
201907,2879,8,228894.5652173913,3900779.652173913,170418.18570349936,1,42,88,9,31,24,1
201907,684,3,228894.5652173913,3900779.652173913,170418.18570349936,1,45,88,9,31,24,1
201907,1615,5,727481.4347826086,2231330.826086956,30671.99682908388,0,5,111,9,32,49,0
