그룹내고객수,거래량,거래금액_만원단위,평균가격,직전달TOP3여부,그룹번호,종목번호,표준산업구분코드_대분류,표준산업구분코드_중분류,표준산업구분코드_소분류,시장구분
244,0.6837432817902502,0.315098247591995,0.26410345951745307,0,46,12,9,0,0,1
163,0.6837432817902502,0.315098247591995,0.26410345951745307,0,47,12,9,0,0,1
386,0.6837432817902502,0.315098247591995,0.26410345951745307,0,7,12,9,0,0,1
104,0.6837432817902502,0.315098247591995,0.26410345951745307,0,14,12,9,0,0,1
102,0.6837432817902502,0.315098247591995,0.26410345951745307,0,27,12,9,0,0,1
116,0.6837432817902502,0.315098247591995,0.26410345951745307,0,29,12,9,0,0,1
92,0.6837432817902502,0.315098247591995,0.26410345951745307,0,33,12,9,0,0,1
91,0.6837432817902502,0.315098247591995,0.26410345951745307,0,38,12,9,0,0,1
444,0.6837432817902502,0.315098247591995,0.26410345951745307,0,41,12,9,0,0,1
112,0.6837432817902502,0.315098247591995,0.26410345951745307,0,1,12,9,0,0,1
140,0.6837432817902502,0.315098247591995,0.26410345951745307,0,18,12,9,0,0,1
250,0.6837432817902502,0.315098247591995,0.26410345951745307,0,2,12,9,0,0,1
87,0.6837432817902502,0.315098247591995,0.26410345951745307,0,23,12,9,0,0,1
103,0.6837432817902502,0.315098247591995,0.26410345951745307,0,24,12,9,0,0,1
150,0.6837432817902502,0.315098247591995,0.26410345951745307,0,31,12,9,0,0,1
167,0.6837432817902502,0.315098247591995,0.26410345951745307,0,12,12,9,0,0,1
97,0.6837432817902502,0.315098247591995,0.26410345951745307,0,21,12,9,0,0,1
102,0.6837432817902502,0.315098247591995,0.26410345951745307,0,15,12,9,0,0,1
84,0.6837432817902502,0.315098247591995,0.26410345951745307,0,30,12,9,0,0,1
115,0.6837432817902502,0.315098247591995,0.26410345951745307,0,28,12,9,0,0,1
204,0.6837432817902502,0.315098247591995,0.26410345951745307,0,44,12,9,0,0,1
106,0.6837432817902502,0.315098247591995,0.26410345951745307,0,9,12,9,0,0,1
82,0.6837432817902502,0.315098247591995,0.26410345951745307,0,39,12,9,0,0,1
86,0.6837432817902502,0.315098247591995,0.26410345951745307,0,6,12,9,0,0,1
288,2.408468135041863,1.5471549080227072,0.34055736194984265,1,0,16,9,22,37,1
776,2.408468135041863,1.5471549080227072,0.34055736194984265,1,3,16,9,22,37,1
890,2.408468135041863,1.5471549080227072,0.34055736194984265,1,4,16,9,22,37,1
1615,2.408468135041863,1.5471549080227072,0.34055736194984265,1,5,16,9,22,37,1
634,2.408468135041863,1.5471549080227072,0.34055736194984265,1,8,16,9,22,37,1
175,2.408468135041863,1.5471549080227072,0.34055736194984265,1,10,16,9,22,37,1
152,2.408468135041863,1.5471549080227072,0.34055736194984265,1,11,16,9,22,37,1
253,2.408468135041863,1.5471549080227072,0.34055736194984265,1,13,16,9,22,37,1
286,2.408468135041863,1.5471549080227072,0.34055736194984265,1,16,16,9,22,37,1
545,2.408468135041863,1.5471549080227072,0.34055736194984265,1,17,16,9,22,37,1
143,2.408468135041863,1.5471549080227072,0.34055736194984265,1,19,16,9,22,37,1
637,2.408468135041863,1.5471549080227072,0.34055736194984265,1,20,16,9,22,37,1
1724,2.408468135041863,1.5471549080227072,0.34055736194984265,1,22,16,9,22,37,1
249,2.408468135041863,1.5471549080227072,0.34055736194984265,1,25,16,9,22,37,1
153,2.408468135041863,1.5471549080227072,0.34055736194984265,1,26,16,9,22,37,1
320,2.408468135041863,1.5471549080227072,0.34055736194984265,1,32,16,9,22,37,1
769,2.408468135041863,1.5471549080227072,0.34055736194984265,1,34,16,9,22,37,1
251,2.408468135041863,1.5471549080227072,0.34055736194984265,1,35,16,9,22,37,1
366,2.408468135041863,1.5471549080227072,0.34055736194984265,1,36,16,9,22,37,1
608,2.408468135041863,1.5471549080227072,0.34055736194984265,1,37,16,9,22,37,1
932,2.408468135041863,1.5471549080227072,0.34055736194984265,1,40,16,9,22,37,1
2879,2.408468135041863,1.5471549080227072,0.34055736194984265,1,42,16,9,22,37,1
264,2.408468135041863,1.5471549080227072,0.34055736194984265,1,43,16,9,22,37,1
684,2.408468135041863,1.5471549080227072,0.34055736194984265,1,45,16,9,22,37,1
244,2.408468135041863,1.5471549080227072,0.34055736194984265,1,46,16,9,22,37,1
163,2.408468135041863,1.5471549080227072,0.34055736194984265,1,47,16,9,22,37,1
386,2.408468135041863,1.5471549080227072,0.34055736194984265,1,7,16,9,22,37,1
104,2.408468135041863,1.5471549080227072,0.34055736194984265,1,14,16,9,22,37,1
102,2.408468135041863,1.5471549080227072,0.34055736194984265,1,27,16,9,22,37,1
116,2.408468135041863,1.5471549080227072,0.34055736194984265,1,29,16,9,22,37,1
92,2.408468135041863,1.5471549080227072,0.34055736194984265,1,33,16,9,22,37,1
91,2.408468135041863,1.5471549080227072,0.34055736194984265,1,38,16,9,22,37,1
444,2.408468135041863,1.5471549080227072,0.34055736194984265,1,41,16,9,22,37,1
112,2.408468135041863,1.5471549080227072,0.34055736194984265,1,1,16,9,22,37,1
140,2.408468135041863,1.5471549080227072,0.34055736194984265,1,18,16,9,22,37,1
250,2.408468135041863,1.5471549080227072,0.34055736194984265,1,2,16,9,22,37,1
87,2.408468135041863,1.5471549080227072,0.34055736194984265,1,23,16,9,22,37,1
103,2.408468135041863,1.5471549080227072,0.34055736194984265,1,24,16,9,22,37,1
150,2.408468135041863,1.5471549080227072,0.34055736194984265,1,31,16,9,22,37,1
167,2.408468135041863,1.5471549080227072,0.34055736194984265,1,12,16,9,22,37,1
97,2.408468135041863,1.5471549080227072,0.34055736194984265,1,21,16,9,22,37,1
102,2.408468135041863,1.5471549080227072,0.34055736194984265,1,15,16,9,22,37,1
84,2.408468135041863,1.5471549080227072,0.34055736194984265,1,30,16,9,22,37,1
115,2.408468135041863,1.5471549080227072,0.34055736194984265,1,28,16,9,22,37,1
204,2.408468135041863,1.5471549080227072,0.34055736194984265,1,44,16,9,22,37,1
106,2.408468135041863,1.5471549080227072,0.34055736194984265,1,9,16,9,22,37,1
82,2.408468135041863,1.5471549080227072,0.34055736194984265,1,39,16,9,22,37,1
86,2.408468135041863,1.5471549080227072,0.34055736194984265,1,6,16,9,22,37,1
288,2.6780714674163075,4.245085368236864,1.0537585728299041,1,0,17,9,32,49,1
776,2.6780714674163075,4.245085368236864,1.0537585728299041,1,3,17,9,32,49,1
890,2.6780714674163075,4.245085368236864,1.0537585728299041,1,4,17,9,32,49,1
1615,2.6780714674163075,4.245085368236864,1.0537585728299041,1,5,17,9,32,49,1
634,2.6780714674163075,4.245085368236864,1.0537585728299041,1,8,17,9,32,49,1
175,2.6780714674163075,4.245085368236864,1.0537585728299041,1,10,17,9,32,49,1
152,2.6780714674163075,4.245085368236864,1.0537585728299041,1,11,17,9,32,49,1
253,2.6780714674163075,4.245085368236864,1.0537585728299041,1,13,17,9,32,49,1
286,2.6780714674163075,4.245085368236864,1.0537585728299041,1,16,17,9,32,49,1
545,2.6780714674163075,4.245085368236864,1.0537585728299041,1,17,17,9,32,49,1
143,2.6780714674163075,4.245085368236864,1.0537585728299041,1,19,17,9,32,49,1
637,2.6780714674163075,4.245085368236864,1.0537585728299041,1,20,17,9,32,49,1
1724,2.6780714674163075,4.245085368236864,1.0537585728299041,1,22,17,9,32,49,1
249,2.6780714674163075,4.245085368236864,1.0537585728299041,1,25,17,9,32,49,1
153,2.6780714674163075,4.245085368236864,1.0537585728299041,1,26,17,9,32,49,1
320,2.6780714674163075,4.245085368236864,1.0537585728299041,1,32,17,9,32,49,1
769,2.6780714674163075,4.245085368236864,1.0537585728299041,1,34,17,9,32,49,1
251,2.6780714674163075,4.245085368236864,1.0537585728299041,1,35,17,9,32,49,1
366,2.6780714674163075,4.245085368236864,1.0537585728299041,1,36,17,9,32,49,1
608,2.6780714674163075,4.245085368236864,1.0537585728299041,1,37,17,9,32,49,1
932,2.6780714674163075,4.245085368236864,1.0537585728299041,1,40,17,9,32,49,1
2879,2.6780714674163075,4.245085368236864,1.0537585728299041,1,42,17,9,32,49,1
264,2.6780714674163075,4.245085368236864,1.0537585728299041,1,43,17,9,32,49,1
684,2.6780714674163075,4.245085368236864,1.0537585728299041,1,45,17,9,32,49,1
244,2.6780714674163075,4.245085368236864,1.0537585728299041,1,46,17,9,32,49,1
163,2.6780714674163075,4.245085368236864,1.0537585728299041,1,47,17,9,32,49,1
386,2.6780714674163075,4.245085368236864,1.0537585728299041,1,7,17,9,32,49,1
104,2.6780714674163075,4.245085368236864,1.0537585728299041,1,14,17,9,32,49,1
102,2.6780714674163075,4.245085368236864,1.0537585728299041,1,27,17,9,32,49,1
116,2.6780714674163075,4.245085368236864,1.0537585728299041,1,29,17,9,32,49,1
92,2.6780714674163075,4.245085368236864,1.0537585728299041,1,33,17,9,32,49,1
91,2.6780714674163075,4.245085368236864,1.0537585728299041,1,38,17,9,32,49,1
444,2.6780714674163075,4.245085368236864,1.0537585728299041,1,41,17,9,32,49,1
112,2.6780714674163075,4.245085368236864,1.0537585728299041,1,1,17,9,32,49,1
140,2.6780714674163075,4.245085368236864,1.0537585728299041,1,18,17,9,32,49,1
250,2.6780714674163075,4.245085368236864,1.0537585728299041,1,2,17,9,32,49,1
87,2.6780714674163075,4.245085368236864,1.0537585728299041,1,23,17,9,32,49,1
103,2.6780714674163075,4.245085368236864,1.0537585728299041,1,24,17,9,32,49,1
150,2.6780714674163075,4.245085368236864,1.0537585728299041,1,31,17,9,32,49,1
167,2.6780714674163075,4.245085368236864,1.0537585728299041,1,12,17,9,32,49,1
97,2.6780714674163075,4.245085368236864,1.0537585728299041,1,21,17,9,32,49,1
102,2.6780714674163075,4.245085368236864,1.0537585728299041,1,15,17,9,32,49,1
84,2.6780714674163075,4.245085368236864,1.0537585728299041,1,30,17,9,32,49,1
115,2.6780714674163075,4.245085368236864,1.0537585728299041,1,28,17,9,32,49,1
204,2.6780714674163075,4.245085368236864,1.0537585728299041,1,44,17,9,32,49,1
106,2.6780714674163075,4.245085368236864,1.0537585728299041,1,9,17,9,32,49,1
82,2.6780714674163075,4.245085368236864,1.0537585728299041,1,39,17,9,32,49,1
86,2.6780714674163075,4.245085368236864,1.0537585728299041,1,6,17,9,32,49,1
288,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,0,18,9,32,49,1
776,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,3,18,9,32,49,1
890,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,4,18,9,32,49,1
1615,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,5,18,9,32,49,1
634,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,8,18,9,32,49,1
175,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,10,18,9,32,49,1
152,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,11,18,9,32,49,1
253,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,13,18,9,32,49,1
286,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,16,18,9,32,49,1
545,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,17,18,9,32,49,1
143,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,19,18,9,32,49,1
637,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,20,18,9,32,49,1
1724,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,22,18,9,32,49,1
249,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,25,18,9,32,49,1
153,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,26,18,9,32,49,1
320,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,32,18,9,32,49,1
769,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,34,18,9,32,49,1
251,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,35,18,9,32,49,1
366,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,36,18,9,32,49,1
608,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,37,18,9,32,49,1
932,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,40,18,9,32,49,1
2879,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,42,18,9,32,49,1
264,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,43,18,9,32,49,1
684,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,45,18,9,32,49,1
244,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,46,18,9,32,49,1
163,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,47,18,9,32,49,1
386,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,7,18,9,32,49,1
104,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,14,18,9,32,49,1
102,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,27,18,9,32,49,1
116,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,29,18,9,32,49,1
92,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,33,18,9,32,49,1
91,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,38,18,9,32,49,1
444,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,41,18,9,32,49,1
112,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,1,18,9,32,49,1
140,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,18,18,9,32,49,1
250,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,2,18,9,32,49,1
87,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,23,18,9,32,49,1
103,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,24,18,9,32,49,1
150,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,31,18,9,32,49,1
167,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,12,18,9,32,49,1
97,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,21,18,9,32,49,1
102,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,15,18,9,32,49,1
84,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,30,18,9,32,49,1
115,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,28,18,9,32,49,1
204,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,44,18,9,32,49,1
106,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,9,18,9,32,49,1
82,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,39,18,9,32,49,1
86,127.68194112852643,3.4116578251913707,-0.17431577668558743,1,6,18,9,32,49,1
288,48.74061769350375,10.941402411365189,-0.013982671990466359,1,0,19,3,4,6,1
776,48.74061769350375,10.941402411365189,-0.013982671990466359,1,3,19,3,4,6,1
890,48.74061769350375,10.941402411365189,-0.013982671990466359,1,4,19,3,4,6,1
1615,48.74061769350375,10.941402411365189,-0.013982671990466359,1,5,19,3,4,6,1
634,48.74061769350375,10.941402411365189,-0.013982671990466359,1,8,19,3,4,6,1
175,48.74061769350375,10.941402411365189,-0.013982671990466359,1,10,19,3,4,6,1
152,48.74061769350375,10.941402411365189,-0.013982671990466359,1,11,19,3,4,6,1
253,48.74061769350375,10.941402411365189,-0.013982671990466359,1,13,19,3,4,6,1
286,48.74061769350375,10.941402411365189,-0.013982671990466359,1,16,19,3,4,6,1
545,48.74061769350375,10.941402411365189,-0.013982671990466359,1,17,19,3,4,6,1
143,48.74061769350375,10.941402411365189,-0.013982671990466359,1,19,19,3,4,6,1
637,48.74061769350375,10.941402411365189,-0.013982671990466359,1,20,19,3,4,6,1
1724,48.74061769350375,10.941402411365189,-0.013982671990466359,1,22,19,3,4,6,1
249,48.74061769350375,10.941402411365189,-0.013982671990466359,1,25,19,3,4,6,1
153,48.74061769350375,10.941402411365189,-0.013982671990466359,1,26,19,3,4,6,1
320,48.74061769350375,10.941402411365189,-0.013982671990466359,1,32,19,3,4,6,1
769,48.74061769350375,10.941402411365189,-0.013982671990466359,1,34,19,3,4,6,1
251,48.74061769350375,10.941402411365189,-0.013982671990466359,1,35,19,3,4,6,1
366,48.74061769350375,10.941402411365189,-0.013982671990466359,1,36,19,3,4,6,1
608,48.74061769350375,10.941402411365189,-0.013982671990466359,1,37,19,3,4,6,1
932,48.74061769350375,10.941402411365189,-0.013982671990466359,1,40,19,3,4,6,1
2879,48.74061769350375,10.941402411365189,-0.013982671990466359,1,42,19,3,4,6,1
264,48.74061769350375,10.941402411365189,-0.013982671990466359,1,43,19,3,4,6,1
684,48.74061769350375,10.941402411365189,-0.013982671990466359,1,45,19,3,4,6,1
244,48.74061769350375,10.941402411365189,-0.013982671990466359,1,46,19,3,4,6,1
163,48.74061769350375,10.941402411365189,-0.013982671990466359,1,47,19,3,4,6,1
386,48.74061769350375,10.941402411365189,-0.013982671990466359,1,7,19,3,4,6,1
104,48.74061769350375,10.941402411365189,-0.013982671990466359,1,14,19,3,4,6,1
102,48.74061769350375,10.941402411365189,-0.013982671990466359,1,27,19,3,4,6,1
116,48.74061769350375,10.941402411365189,-0.013982671990466359,1,29,19,3,4,6,1
92,48.74061769350375,10.941402411365189,-0.013982671990466359,1,33,19,3,4,6,1
91,48.74061769350375,10.941402411365189,-0.013982671990466359,1,38,19,3,4,6,1
444,48.74061769350375,10.941402411365189,-0.013982671990466359,1,41,19,3,4,6,1
112,48.74061769350375,10.941402411365189,-0.013982671990466359,1,1,19,3,4,6,1
140,48.74061769350375,10.941402411365189,-0.013982671990466359,1,18,19,3,4,6,1
250,48.74061769350375,10.941402411365189,-0.013982671990466359,1,2,19,3,4,6,1
87,48.74061769350375,10.941402411365189,-0.013982671990466359,1,23,19,3,4,6,1
103,48.74061769350375,10.941402411365189,-0.013982671990466359,1,24,19,3,4,6,1
150,48.74061769350375,10.941402411365189,-0.013982671990466359,1,31,19,3,4,6,1
167,48.74061769350375,10.941402411365189,-0.013982671990466359,1,12,19,3,4,6,1
97,48.74061769350375,10.941402411365189,-0.013982671990466359,1,21,19,3,4,6,1
102,48.74061769350375,10.941402411365189,-0.013982671990466359,1,15,19,3,4,6,1
84,48.74061769350375,10.941402411365189,-0.013982671990466359,1,30,19,3,4,6,1
115,48.74061769350375,10.941402411365189,-0.013982671990466359,1,28,19,3,4,6,1
204,48.74061769350375,10.941402411365189,-0.013982671990466359,1,44,19,3,4,6,1
106,48.74061769350375,10.941402411365189,-0.013982671990466359,1,9,19,3,4,6,1
82,48.74061769350375,10.941402411365189,-0.013982671990466359,1,39,19,3,4,6,1
86,48.74061769350375,10.941402411365189,-0.013982671990466359,1,6,19,3,4,6,1
288,5.023163607941195,0.10745005082472636,-0.153782272226752,1,0,54,8,27,38,1
776,5.023163607941195,0.10745005082472636,-0.153782272226752,1,3,54,8,27,38,1
890,5.023163607941195,0.10745005082472636,-0.153782272226752,1,4,54,8,27,38,1
1615,5.023163607941195,0.10745005082472636,-0.153782272226752,1,5,54,8,27,38,1
634,5.023163607941195,0.10745005082472636,-0.153782272226752,1,8,54,8,27,38,1
175,5.023163607941195,0.10745005082472636,-0.153782272226752,1,10,54,8,27,38,1
152,5.023163607941195,0.10745005082472636,-0.153782272226752,1,11,54,8,27,38,1
253,5.023163607941195,0.10745005082472636,-0.153782272226752,1,13,54,8,27,38,1
286,5.023163607941195,0.10745005082472636,-0.153782272226752,1,16,54,8,27,38,1
545,5.023163607941195,0.10745005082472636,-0.153782272226752,1,17,54,8,27,38,1
143,5.023163607941195,0.10745005082472636,-0.153782272226752,1,19,54,8,27,38,1
637,5.023163607941195,0.10745005082472636,-0.153782272226752,1,20,54,8,27,38,1
1724,5.023163607941195,0.10745005082472636,-0.153782272226752,1,22,54,8,27,38,1
249,5.023163607941195,0.10745005082472636,-0.153782272226752,1,25,54,8,27,38,1
153,5.023163607941195,0.10745005082472636,-0.153782272226752,1,26,54,8,27,38,1
320,5.023163607941195,0.10745005082472636,-0.153782272226752,1,32,54,8,27,38,1
769,5.023163607941195,0.10745005082472636,-0.153782272226752,1,34,54,8,27,38,1
251,5.023163607941195,0.10745005082472636,-0.153782272226752,1,35,54,8,27,38,1
366,5.023163607941195,0.10745005082472636,-0.153782272226752,1,36,54,8,27,38,1
608,5.023163607941195,0.10745005082472636,-0.153782272226752,1,37,54,8,27,38,1
932,5.023163607941195,0.10745005082472636,-0.153782272226752,1,40,54,8,27,38,1
2879,5.023163607941195,0.10745005082472636,-0.153782272226752,1,42,54,8,27,38,1
264,5.023163607941195,0.10745005082472636,-0.153782272226752,1,43,54,8,27,38,1
684,5.023163607941195,0.10745005082472636,-0.153782272226752,1,45,54,8,27,38,1
244,5.023163607941195,0.10745005082472636,-0.153782272226752,1,46,54,8,27,38,1
163,5.023163607941195,0.10745005082472636,-0.153782272226752,1,47,54,8,27,38,1
386,5.023163607941195,0.10745005082472636,-0.153782272226752,1,7,54,8,27,38,1
104,5.023163607941195,0.10745005082472636,-0.153782272226752,1,14,54,8,27,38,1
102,5.023163607941195,0.10745005082472636,-0.153782272226752,1,27,54,8,27,38,1
116,5.023163607941195,0.10745005082472636,-0.153782272226752,1,29,54,8,27,38,1
92,5.023163607941195,0.10745005082472636,-0.153782272226752,1,33,54,8,27,38,1
91,5.023163607941195,0.10745005082472636,-0.153782272226752,1,38,54,8,27,38,1
444,5.023163607941195,0.10745005082472636,-0.153782272226752,1,41,54,8,27,38,1
112,5.023163607941195,0.10745005082472636,-0.153782272226752,1,1,54,8,27,38,1
140,5.023163607941195,0.10745005082472636,-0.153782272226752,1,18,54,8,27,38,1
250,5.023163607941195,0.10745005082472636,-0.153782272226752,1,2,54,8,27,38,1
87,5.023163607941195,0.10745005082472636,-0.153782272226752,1,23,54,8,27,38,1
103,5.023163607941195,0.10745005082472636,-0.153782272226752,1,24,54,8,27,38,1
150,5.023163607941195,0.10745005082472636,-0.153782272226752,1,31,54,8,27,38,1
