,기준일자,종목번호,종목시가,종목고가,종목저가,종목종가,거래량,거래금액_만원단위,평균가격
51,201907,A002630,494.7391304347826,505.1304347826087,487.17391304347825,493.82608695652175,1627046.043478261,80707.04347826086,494.7774383564435
52,201907,A002700,1945.0,2000.8695652173913,1893.4782608695652,1925.2173913043478,6227721.565217392,1275384.043478261,1946.0265180007063
53,201907,A002720,4288.478260869565,4396.086956521739,4217.391304347826,4286.304347826087,155337.8260869565,67410.21739130435,4294.945943647649
54,201907,A002760,2131.9565217391305,2182.8260869565215,2093.478260869565,2121.7391304347825,377970.9130434783,80349.52173913043,2133.5888269071556
55,201907,A002780,2279.5652173913045,2338.695652173913,2236.521739130435,2268.913043478261,191727.21739130435,44438.391304347824,2278.286817281966
56,201907,A002790,61230.434782608696,62086.95652173913,60204.34782608696,61021.739130434784,136013.69565217392,825553.5652173914,61017.55016168703
57,201907,A002800,6756.086956521739,6859.130434782609,6647.391304347826,6742.608695652174,53772.434782608696,35833.30434782609,6740.250880149213
58,201907,A002900,1636.7391304347825,1668.4782608695652,1598.4782608695652,1624.3478260869565,334363.73913043475,53807.34782608696,1627.2568408424384
59,201907,A003000,16645.652173913044,16819.565217391304,16391.304347826088,16595.652173913044,148626.1739130435,245223.47826086957,16588.873299716135
60,201907,A003010,5055.869565217391,5166.95652173913,4935.869565217391,5022.826086956522,178706.86956521738,91816.43478260869,5041.755595737793
61,201907,A003060,1039.608695652174,1060.4347826086957,1000.2173913043479,1017.9565217391304,1781919.956521739,175135.34782608695,1025.1069861657008
62,201907,A003090,16413.043478260868,16721.739130434784,16123.91304347826,16363.04347826087,40807.217391304344,66963.17391304347,16391.997601483105
63,201907,A003220,15886.95652173913,16010.869565217392,15702.173913043478,15845.652173913044,28187.91304347826,44033.65217391304,15840.681050724668
64,201907,A003230,68678.26086956522,69434.78260869565,67704.34782608696,68478.26086956522,22363.17391304348,150664.34782608695,68440.3294427474
65,201907,A003280,572.6521739130435,582.7391304347826,560.2608695652174,568.304347826087,541617.304347826,31499.17391304348,569.247419892553
66,201907,A003350,27239.130434782608,27834.782608695652,26669.565217391304,27100.0,13911.173913043478,36834.82608695652,27108.046314256695
67,201907,A003410,5962.173913043478,6030.869565217391,5888.695652173913,5944.347826086957,483202.52173913043,288374.39130434784,5952.332329730716
68,201907,A003490,28132.608695652172,28443.478260869564,27734.782608695652,28108.695652173912,424723.2173913043,1166665.6956521738,28027.00204621537
69,201907,A003495,16165.217391304348,16639.130434782608,15810.869565217392,16097.826086956522,44070.782608695656,74193.65217391304,16208.99020191004
70,201907,A003520,4843.695652173913,4953.478260869565,4773.913043478261,4843.478260869565,485434.60869565216,235703.0,4856.358206309726
71,201907,A003550,74839.13043478261,75569.56521739131,73908.69565217392,74739.13043478261,188917.04347826086,1406277.7826086956,74700.53016137403
72,201907,A003560,1871.9565217391305,1925.8695652173913,1835.2173913043478,1866.5217391304348,1446442.4782608696,272705.9130434783,1876.3433503027547
73,201907,A003620,3693.0434782608695,3738.695652173913,3626.7391304347825,3665.4347826086955,126642.17391304347,46385.86956521739,3667.440973772938
74,201907,A003670,52519.565217391304,53426.086956521736,51397.82608695652,52278.260869565216,376256.4347826087,1973557.4782608696,52336.95540760168
75,201907,A003680,6116.521739130435,6244.782608695652,5968.695652173913,6048.260869565217,62315.391304347824,38487.47826086957,6083.068199283638
76,201907,A003850,11980.434782608696,12250.0,11758.695652173914,11947.826086956522,433344.347826087,532425.695652174,12003.904829253728
77,201907,A004020,40245.65217391304,40650.0,39836.95652173913,40197.82608695652,256390.52173913043,1031642.1739130435,40211.580843673015
78,201907,A004060,1049.0434782608695,1085.4347826086957,1023.8695652173913,1045.9565217391305,5945655.695652174,643233.6086956522,1054.0273613742372
79,201907,A004100,1142.1739130434783,1169.1304347826087,1125.0,1141.9565217391305,101280.73913043478,11532.304347826086,1143.053181341451
80,201907,A004140,1870.6521739130435,1915.4347826086957,1823.0434782608695,1857.1739130434783,541671.8260869565,107488.30434782608,1867.4054970488576
81,201907,A004170,277826.0869565217,281413.04347826086,272565.2173913043,275652.17391304346,41999.30434782609,1160522.9130434783,276196.7434363755
82,201907,A004270,3852.8260869565215,4099.565217391304,3723.478260869565,3845.4347826086955,6730333.130434782,2691688.7391304346,3924.0890160416848
83,201907,A004310,4709.130434782609,4885.0,4630.434782608696,4704.347826086957,1233016.5652173914,612540.4347826086,4751.511244514777
84,201907,A004370,242782.60869565216,245739.13043478262,239565.21739130435,241869.5652173913,9673.304347826086,233743.95652173914,242154.22474602165
85,201907,A004410,195.0,199.30434782608697,190.7391304347826,194.43478260869566,6083962.304347826,119262.73913043478,194.62496612005765
86,201907,A004430,21854.347826086956,22339.130434782608,21176.08695652174,21604.347826086956,522853.6956521739,1166774.1304347827,21697.849488597534
87,201907,A004540,2393.2608695652175,2503.2608695652175,2302.8260869565215,2369.782608695652,468654.39130434784,117071.13043478261,2393.2105547691526
88,201907,A004650,13789.130434782608,13902.173913043478,13543.478260869566,13728.260869565218,9505.826086956522,12966.260869565218,13693.057731240766
89,201907,A004710,6604.347826086957,6795.217391304348,6465.652173913043,6633.913043478261,332569.2173913043,222707.69565217392,6622.179834138298
90,201907,A004720,6769.130434782609,6963.478260869565,6637.826086956522,6723.913043478261,266562.60869565216,206148.0,6787.308726157094
91,201907,A004770,3043.0434782608695,3133.478260869565,2980.217391304348,3052.1739130434785,1099309.7826086956,341448.5652173913,3053.9020678086426
92,201907,A004800,75700.0,76830.43478260869,74908.69565217392,75904.34782608696,55061.434782608696,424527.73913043475,75829.55292883691
93,201907,A004830,3770.0,4002.608695652174,3622.8260869565215,3761.086956521739,2638566.1304347827,1060664.5217391304,3823.7023081417174
94,201907,A004835,4145.652173913043,4328.478260869565,4027.608695652174,4122.391304347826,346438.52173913043,155614.21739130435,4173.590939238648
95,201907,A004870,1833.4782608695652,1867.391304347826,1800.4347826086957,1821.304347826087,199444.21739130435,36219.565217391304,1828.0354462915143
96,201907,A004980,8833.04347826087,9001.304347826086,8656.08695652174,8759.565217391304,175752.78260869565,155905.52173913043,8794.801189567383
97,201907,A004990,40178.260869565216,40473.913043478264,39523.913043478264,39776.086956521736,136149.34782608695,534271.9565217391,39869.062353341884
98,201907,A00499K,50004.34782608696,50934.782608695656,49243.47826086957,49876.086956521736,4019.608695652174,20112.217391304348,49914.33359241615
99,201907,A005070,13304.347826086956,13643.478260869566,12919.565217391304,13173.91304347826,303828.6956521739,408655.60869565216,13252.695070069936
100,201907,A005110,3208.478260869565,3292.1739130434785,3108.2608695652175,3181.9565217391305,2484062.695652174,825178.695652174,3196.325844245017
101,201907,A005180,67734.78260869565,68447.82608695653,66939.13043478261,67552.17391304347,13640.521739130434,92296.82608695653,67628.18486226918
102,201907,A005290,14330.434782608696,15047.826086956522,13669.565217391304,14300.0,10554912.086956521,15240106.47826087,14357.728747441486
103,201907,A005320,1738.4782608695652,1784.1304347826087,1694.5652173913043,1733.2608695652175,1391401.1304347827,250101.47826086957,1736.42795699862
104,201907,A005360,4102.391304347826,4504.565217391304,3920.4347826086955,4195.869565217391,16281476.47826087,7680595.304347826,4225.0289363719985
105,201907,A005380,135304.34782608695,136934.78260869565,133217.39130434784,134826.08695652173,507707.52173913043,6836586.956521739,134906.2320935134
106,201907,A005385,77873.91304347826,78382.60869565218,76543.47826086957,77460.86956521739,27130.304347826088,209307.65217391305,77399.80538062782
107,201907,A005390,1321.7391304347825,1395.2173913043478,1258.4782608695652,1311.0869565217392,28499461.13043478,3954632.3913043477,1330.7004742570657
108,201907,A005420,10988.695652173914,11250.434782608696,10695.652173913044,10890.434782608696,223666.78260869565,241640.5652173913,10934.494124201035
109,201907,A005490,239065.21739130435,241304.34782608695,236673.91304347827,238413.04347826086,187535.91304347827,4482036.260869565,238902.85019330357
110,201907,A005500,28843.478260869564,29323.91304347826,28517.391304347828,28845.652173913044,51396.782608695656,146748.30434782608,28864.878144687013
111,201907,A005690,7993.04347826087,8288.260869565218,7787.391304347826,8000.0,1151416.2608695652,953456.4347826086,8028.480361795368
112,201907,A005860,1873.4782608695652,1913.695652173913,1833.9130434782608,1860.6521739130435,378957.5652173913,70706.65217391304,1867.8625724560236
113,201907,A005870,7551.739130434783,7623.913043478261,7383.478260869565,7482.608695652174,18666.565217391304,13772.304347826086,7467.6944379752795
114,201907,A005930,46276.086956521736,46619.565217391304,45865.217391304344,46215.217391304344,7990077.869565218,36962997.91304348,46248.937652169596
115,201907,A005935,38010.86956521739,38332.608695652176,37691.30434782609,38041.30434782609,813299.6086956522,3091933.217391304,38035.56478800633
116,201907,A005940,14234.782608695652,14376.08695652174,14002.173913043478,14150.0,664123.8695652174,933755.0869565217,14164.171378389714
117,201907,A005950,9460.0,9485.217391304348,9342.173913043478,9431.304347826086,12244.95652173913,11477.478260869566,9392.279837747785
118,201907,A006050,1239.3478260869565,1273.2608695652175,1216.7391304347825,1243.695652173913,678183.695652174,86131.39130434782,1244.4948051581516
119,201907,A006060,9300.869565217392,9616.08695652174,9045.217391304348,9273.91304347826,313391.8695652174,293423.6956521739,9279.870811790235
120,201907,A006090,7590.434782608696,7667.826086956522,7475.217391304348,7588.695652173913,14151.478260869566,10636.304347826086,7552.1729336181625
121,201907,A006120,26582.608695652172,26978.260869565216,26173.91304347826,26495.652173913044,27403.304347826088,72682.56521739131,26514.115505667403
122,201907,A006125,17497.82608695652,18095.652173913044,17150.0,17391.304347826088,61485.217391304344,112766.26086956522,17553.051231020723
123,201907,A006280,113978.26086956522,115347.82608695653,112065.21739130435,113521.73913043478,37443.17391304348,421232.47826086957,113392.32250910364
124,201907,A006360,36176.086956521736,36536.95652173913,35545.65217391304,35871.739130434784,363023.4347826087,1295443.9130434783,35947.727441497234
125,201907,A006400,236847.8260869565,239478.26086956522,233739.13043478262,237086.95652173914,192193.47826086957,4558110.043478261,236559.74891330922
126,201907,A006405,90630.43478260869,91652.17391304347,89695.65217391304,90752.17391304347,3563.8695652173915,32302.739130434784,90705.49686317227
127,201907,A006490,2771.521739130435,2882.8260869565215,2691.086956521739,2765.217391304348,1128044.2173913044,324965.0,2781.635242649331
128,201907,A006620,17573.91304347826,17732.608695652172,17245.652173913044,17604.347826086956,35149.34782608696,60836.04347826087,17437.82685141223
129,201907,A006800,7951.739130434783,8021.739130434783,7845.652173913043,7923.913043478261,1139425.4347826086,903138.0869565217,7926.916894996629
130,201907,A00680K,4036.7391304347825,4059.782608695652,3991.9565217391305,4023.695652173913,205384.65217391305,82591.60869565218,4022.3179411789392
131,201907,A006890,5685.652173913043,5916.521739130435,5539.130434782609,5693.04347826087,1433420.8695652173,912450.3478260869,5736.190015335842
132,201907,A006910,2111.521739130435,2147.1739130434785,2071.086956521739,2097.1739130434785,186031.5652173913,38854.13043478261,2100.1268578014483
133,201907,A006980,3123.913043478261,3234.1304347826085,3045.4347826086955,3101.9565217391305,962704.695652174,308202.7826086957,3139.1100220087083
134,201907,A007070,38797.82608695652,39341.30434782609,38250.0,38686.95652173913,127028.17391304347,492470.60869565216,38780.48401122279
135,201907,A007110,3108.0434782608695,3221.7391304347825,3021.7391304347825,3099.3478260869565,5596425.173913044,1802803.0,3123.0025540329366
136,201907,A007210,2184.5652173913045,2211.9565217391305,2140.217391304348,2171.7391304347825,134919.08695652173,29323.521739130436,2169.722490984845
137,201907,A007370,3753.913043478261,3789.782608695652,3678.695652173913,3749.1304347826085,23208.217391304348,8579.434782608696,3723.1981896780267
138,201907,A007390,8876.08695652174,9103.478260869566,8708.695652173914,8902.608695652174,589805.5652173914,526877.2608695652,8904.139532893632
139,201907,A007460,2600.217391304348,2680.4347826086955,2528.695652173913,2572.608695652174,3085419.304347826,798598.2608695652,2597.6242387703114
140,201907,A007540,40019.565217391304,41093.47826086957,39380.434782608696,39932.608695652176,25133.782608695652,101112.43478260869,40146.447455267284
141,201907,A007570,25519.565217391304,25891.304347826088,25156.521739130436,25463.043478260868,26419.608695652172,66886.91304347826,25500.28253654572
142,201907,A007660,5136.739130434783,5251.086956521739,5017.173913043478,5120.652173913043,690079.6521739131,356743.4347826087,5125.770593967664
143,201907,A007700,80930.43478260869,82513.04347826086,78904.34782608696,80234.78260869565,84192.91304347826,666384.5217391305,80401.50265612538
144,201907,A007810,5182.608695652174,5247.173913043478,5090.0,5171.739130434783,21043.91304347826,10766.826086956522,5149.242173202858
145,201907,A007860,4381.739130434783,4556.086956521739,4205.434782608696,4317.391304347826,676233.1304347826,308342.52173913043,4354.495081034365
146,201907,A007980,2978.695652173913,3030.4347826086955,2926.7391304347825,2972.391304347826,85285.65217391304,25376.217391304348,2970.1216319208197
147,201907,A008060,10813.04347826087,10969.565217391304,10539.130434782608,10723.91304347826,515610.17391304346,555945.8260869565,10728.249820936644
148,201907,A008290,4006.304347826087,4104.347826086957,3937.608695652174,4014.5652173913045,286467.47826086957,116097.30434782608,4023.8510986539814
149,201907,A008350,3400.4347826086955,3501.304347826087,3296.7391304347825,3391.086956521739,5461683.652173913,1861464.1739130435,3398.6268392553657
150,201907,A008355,35373.913043478264,36939.13043478261,34097.82608695652,35145.65217391304,36907.34782608696,137113.60869565216,35433.504884058995
151,201907,A008420,2974.782608695652,3036.304347826087,2914.782608695652,2961.086956521739,219383.5652173913,66421.30434782608,2966.9874423824817
152,201907,A008560,5297.826086956522,5343.478260869565,5220.0,5276.086956521739,1166560.4347826086,615803.695652174,5279.204344073356
153,201907,A008600,1112.2173913043478,1135.2173913043478,1094.391304347826,1111.0869565217392,295362.5652173913,32014.91304347826,1111.0951164395678
154,201907,A008700,2604.5652173913045,2676.521739130435,2548.695652173913,2590.6521739130435,1291049.391304348,340853.2173913043,2606.0502604257167
155,201907,A008730,13900.0,14443.478260869566,13645.652173913044,13973.91304347826,849264.8695652174,1470513.391304348,14049.165379285509
156,201907,A008770,85939.13043478261,86965.21739130435,84100.0,85017.39130434782,529154.6521739131,4542552.652173913,85257.44010849408
157,201907,A008930,51102.17391304348,51978.260869565216,50100.0,50800.0,114313.39130434782,573115.0434782609,50927.56026374298
158,201907,A008970,1305.8695652173913,1329.5652173913043,1267.391304347826,1291.7391304347825,1543692.5217391304,201493.73913043478,1292.6187807168162
159,201907,A009150,93778.26086956522,94969.56521739131,92660.86956521739,93613.04347826086,889865.304347826,8344331.217391305,93698.70558227328
160,201907,A009180,1390.6521739130435,1415.4347826086957,1362.608695652174,1386.9565217391305,170183.8260869565,23644.217391304348,1383.1205148538872
161,201907,A009190,7218.695652173913,7424.782608695652,7053.04347826087,7269.565217391304,24761.565217391304,18179.347826086956,7228.667211187088
162,201907,A009240,68169.56521739131,69721.73913043478,66608.69565217392,67900.0,121239.78260869565,794315.0,67989.59761868478
163,201907,A009270,2266.9565217391305,2365.8695652173915,2207.391304347826,2264.1304347826085,4818047.739130435,1151239.8260869565,2286.726467495112
164,201907,A009290,7246.521739130435,7379.130434782609,7142.608695652174,7223.478260869565,435214.5652173913,319464.652173913,7247.742183906993
165,201907,A009320,2225.0,2311.9565217391305,2176.304347826087,2223.2608695652175,1718908.0,395072.3043478261,2244.899857115114
166,201907,A009420,26960.869565217392,27608.695652173912,26378.260869565216,26982.608695652172,255423.65217391305,690586.304347826,26983.021789267546
167,201907,A009450,39823.913043478264,40493.47826086957,39291.30434782609,39776.086956521736,41419.47826086957,163761.30434782608,39792.09899458527
168,201907,A009460,2833.478260869565,2907.8260869565215,2755.0,2819.5652173913045,1299031.4347826086,355039.652173913,2826.2863157023266
169,201907,A009470,17178.260869565216,17904.347826086956,16608.695652173912,17136.956521739132,463139.1304347826,911871.2608695652,17266.26874723054
170,201907,A009520,5717.391304347826,5860.869565217391,5576.521739130435,5685.0,770327.695652174,479314.04347826086,5704.020045004189
171,201907,A009540,112304.34782608696,113913.04347826086,110586.95652173914,111826.08695652174,170092.69565217392,1874687.652173913,111987.26219777545
172,201907,A009620,2268.0434782608695,2372.608695652174,2143.478260869565,2247.1739130434785,2466150.7391304346,556821.0434782609,2251.7690407837954
173,201907,A009730,1497.391304347826,1557.391304347826,1424.1304347826087,1482.608695652174,1244976.1304347827,187103.08695652173,1483.4542983215867
174,201907,A009810,1243.4782608695652,1293.0434782608695,1190.8695652173913,1239.7826086956522,1481865.608695652,186126.86956521738,1240.1721608843204
175,201907,A009830,21471.739130434784,21739.130434782608,21036.956521739132,21271.739130434784,583576.2608695652,1237940.4347826086,21325.810692316318
176,201907,A010040,5187.826086956522,5332.826086956522,5045.217391304348,5150.217391304348,385333.347826087,208550.13043478262,5177.507685514435
177,201907,A010060,89886.95652173914,91139.13043478261,88286.95652173914,89282.60869565218,115313.78260869565,1000782.4347826086,89504.43326856727
178,201907,A010100,1808.9130434782608,1871.5217391304348,1764.1304347826087,1800.0,451096.5652173913,87995.47826086957,1812.800752164556
179,201907,A010130,451543.47826086957,456130.4347826087,445413.04347826086,450347.82608695654,32711.391304347828,1471552.8260869565,449816.3209295093
180,201907,A010140,7659.130434782609,7744.782608695652,7560.434782608696,7625.652173913043,1810237.1739130435,1367327.391304348,7636.407956165174
181,201907,A010145,58656.52173913043,59369.565217391304,57326.086956521736,58056.52173913043,956.4782608695652,5470.391304347826,57957.11884044018
182,201907,A010170,4092.391304347826,4172.391304347826,4020.0,4071.086956521739,1073231.3043478262,437861.5652173913,4087.019976991604
183,201907,A010280,1323.695652173913,1350.0,1283.4782608695652,1323.695652173913,171815.39130434784,24414.521739130436,1313.9242065668611
184,201907,A010600,4633.695652173913,4815.434782608696,4385.217391304348,4568.695652173913,1491674.5217391304,691989.0434782609,4597.0391808708
185,201907,A010620,46436.95652173913,47123.913043478264,45630.434782608696,46223.913043478264,157418.34782608695,712561.9565217391,46229.76639050613
186,201907,A010660,3438.0434782608695,3675.8695652173915,3312.1739130434785,3454.5652173913045,8017987.043478261,2929349.782608696,3513.897467299974
187,201907,A010820,2350.0,2391.9565217391305,2296.7391304347825,2325.8695652173915,227254.69565217392,52157.65217391304,2333.9061728944
188,201907,A010950,90304.34782608696,91608.69565217392,89308.69565217392,90717.39130434782,326355.04347826086,2966724.347826087,90541.36140505275
189,201907,A011000,4361.086956521739,4436.304347826087,4273.04347826087,4331.304347826087,105782.17391304347,46346.0,4338.907053905312
190,201907,A011040,8873.04347826087,8914.347826086956,8760.0,8833.04347826087,20192.130434782608,17870.17391304348,8827.906149360433
191,201907,A011070,111934.78260869565,114260.86956521739,109934.78260869565,111565.21739130435,146956.39130434784,1648039.956521739,111933.01193412642
192,201907,A011150,2519.1304347826085,2579.5652173913045,2477.391304347826,2514.5652173913045,249442.1739130435,62829.69565217391,2522.8151348663923
193,201907,A011170,249391.30434782608,252434.78260869565,245804.34782608695,248586.95652173914,126721.73913043478,3158938.695652174,248795.84615175053
194,201907,A011200,3590.8695652173915,3648.2608695652175,3512.608695652174,3563.478260869565,977258.0434782609,361357.3043478261,3570.881345811856
195,201907,A011210,48782.608695652176,49726.086956521736,47691.30434782609,48573.913043478264,186217.5652173913,903067.9130434783,48666.24943172372
196,201907,A011280,6410.434782608696,6640.0,6310.434782608696,6416.95652173913,685373.6086956522,447878.3043478261,6465.366193391972
197,201907,A011320,7180.0,7393.478260869565,6979.130434782609,7104.782608695652,941715.304347826,702348.3913043478,7174.7921223499425
198,201907,A011390,118739.13043478261,120782.60869565218,115613.04347826086,117665.21739130435,13602.91304347826,165799.47826086957,117756.3784940772
199,201907,A011780,88782.60869565218,89552.17391304347,87208.69565217392,88208.69565217392,118802.26086956522,1048852.4347826086,88161.65876612358
200,201907,A011790,41356.52173913043,42086.95652173913,40391.30434782609,41245.65217391304,307412.8695652174,1269454.8695652173,41191.719750851866
201,201907,A011930,1184.7826086956522,1198.4782608695652,1154.1304347826087,1173.4782608695652,693852.1304347826,82242.56521739131,1173.445327777517
202,201907,A012200,3407.391304347826,3451.9565217391305,3336.304347826087,3380.8695652173915,115656.82608695653,39538.782608695656,3388.3330084625827
203,201907,A012280,1485.6521739130435,1516.304347826087,1456.0869565217392,1483.0434782608695,420937.82608695654,62600.608695652176,1483.5664387418833
204,201907,A012330,234869.5652173913,237434.78260869565,231956.52173913043,234804.34782608695,174708.5652173913,4118741.695652174,234492.97483605333
205,201907,A012340,626.0434782608696,637.5217391304348,604.6521739130435,616.1304347826087,1063476.6956521738,56983.217391304344,618.1206967244528
206,201907,A012450,32254.347826086956,32686.956521739132,31734.782608695652,32191.304347826088,133650.08695652173,431037.8695652174,32221.42633547734
207,201907,A012510,63456.52173913043,64773.913043478264,62234.782608695656,63473.913043478264,107069.47826086957,679136.1304347826,63344.690903372546
208,201907,A012610,7337.391304347826,7714.782608695652,7064.347826086957,7333.913043478261,6616546.0869565215,5725739.217391305,7415.62616086906
209,201907,A012630,13684.782608695652,13900.0,13460.869565217392,13597.826086956522,272142.26086956525,371778.26086956525,13640.684866096113
210,201907,A012690,3201.304347826087,3285.6521739130435,3141.304347826087,3201.521739130435,180136.30434782608,57989.913043478264,3210.6410054091975
211,201907,A012700,6059.130434782609,6388.260869565217,5866.95652173913,6087.391304347826,2430423.0,1620133.652173913,6141.631265824502
