그룹내고객수,매수고객수,거래량,거래금액_만원단위,평균가격,직전달TOP3여부,그룹번호,종목번호,표준산업구분코드_중분류,표준산업구분코드_소분류,시장구분
264,12,7990077.869565218,0.7889400899217095,-0.3695268214923366,1,43,17,32,49,1
684,24,7990077.869565218,0.7889400899217095,-0.3695268214923366,1,45,17,32,49,1
244,10,7990077.869565218,0.7889400899217095,-0.3695268214923366,1,46,17,32,49,1
163,4,7990077.869565218,0.7889400899217095,-0.3695268214923366,1,47,17,32,49,1
288,5,813299.6086956522,-0.5166573223252137,-0.44366834760754403,1,0,18,32,49,1
776,8,813299.6086956522,-0.5166573223252137,-0.44366834760754403,1,3,18,32,49,1
1615,9,813299.6086956522,-0.5166573223252137,-0.44366834760754403,1,5,18,32,49,1
545,3,813299.6086956522,-0.5166573223252137,-0.44366834760754403,1,17,18,32,49,1
1724,4,813299.6086956522,-0.5166573223252137,-0.44366834760754403,1,22,18,32,49,1
608,3,813299.6086956522,-0.5166573223252137,-0.44366834760754403,1,37,18,32,49,1
2879,18,813299.6086956522,-0.5166573223252137,-0.44366834760754403,1,42,18,32,49,1
264,5,813299.6086956522,-0.5166573223252137,-0.44366834760754403,1,43,18,32,49,1
112,3,1139425.4347826086,-0.6010268360653926,-0.7142883529234932,1,1,19,4,6,1
386,0,1139425.4347826086,-0.6010268360653926,-0.7142883529234932,1,7,19,4,6,1
152,4,1139425.4347826086,-0.6010268360653926,-0.7142883529234932,1,11,19,4,6,1
1724,6,1139425.4347826086,-0.6010268360653926,-0.7142883529234932,1,22,19,4,6,1
264,12,1139425.4347826086,-0.6010268360653926,-0.7142883529234932,1,43,19,4,6,1
684,11,1139425.4347826086,-0.6010268360653926,-0.7142883529234932,1,45,19,4,6,1
163,3,1139425.4347826086,-0.6010268360653926,-0.7142883529234932,1,47,19,4,6,1
112,0,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,1,54,27,38,1
1615,10,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,5,54,27,38,1
545,5,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,17,54,27,38,1
140,0,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,18,54,27,38,1
637,4,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,20,54,27,38,1
1724,13,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,22,54,27,38,1
320,3,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,32,54,27,38,1
769,3,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,34,54,27,38,1
2879,15,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,42,54,27,38,1
163,0,457163.34782608703,-0.41341323525995816,0.34959166008016984,1,47,54,27,38,1
112,4,1421348.0869565215,-0.6023329806847643,-0.7305715329692337,0,1,61,7,50,1
250,9,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,2,15,10,22,1
776,6,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,3,15,10,22,1
890,12,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,4,15,10,22,1
1615,20,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,5,15,10,22,1
386,5,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,7,15,10,22,1
634,12,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,8,15,10,22,1
637,6,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,20,15,10,22,1
1724,10,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,22,15,10,22,1
87,4,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,23,15,10,22,1
103,6,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,24,15,10,22,1
150,9,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,31,15,10,22,1
251,5,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,35,15,10,22,1
366,7,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,36,15,10,22,1
608,4,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,37,15,10,22,1
932,32,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,40,15,10,22,1
444,15,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,41,15,10,22,1
2879,15,16281476.47826087,-0.3397822993450525,-0.743147124047135,0,42,15,10,22,1
250,3,546456.6086956522,-0.5834218656578568,-0.5617703023862641,0,2,89,19,9,0
769,3,546456.6086956522,-0.5834218656578568,-0.5617703023862641,0,34,89,19,9,0
608,3,546456.6086956522,-0.5834218656578568,-0.5617703023862641,0,37,89,19,9,0
932,10,546456.6086956522,-0.5834218656578568,-0.5617703023862641,0,40,89,19,9,0
684,4,546456.6086956522,-0.5834218656578568,-0.5617703023862641,0,45,89,19,9,0
250,3,9518498.47826087,-0.6201754872374582,-0.7817330396959122,0,2,104,29,26,0
1615,4,9518498.47826087,-0.6201754872374582,-0.7817330396959122,0,5,104,29,26,0
932,5,9518498.47826087,-0.6201754872374582,-0.7817330396959122,0,40,104,29,26,0
250,5,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,2,118,27,38,0
776,5,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,3,118,27,38,0
1615,8,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,5,118,27,38,0
386,5,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,7,118,27,38,0
175,4,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,10,118,27,38,0
103,3,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,24,118,27,38,0
251,4,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,35,118,27,38,0
608,3,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,37,118,27,38,0
932,18,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,40,118,27,38,0
444,5,5655284.217391305,-0.44580018045193415,-0.7071694724179454,0,41,118,27,38,0
776,8,62757.91304347825,-0.5776604439284828,1.377350257711289,0,3,0,19,33,1
890,4,62757.91304347825,-0.5776604439284828,1.377350257711289,0,4,0,19,33,1
1615,9,62757.91304347825,-0.5776604439284828,1.377350257711289,0,5,0,19,33,1
175,3,62757.91304347825,-0.5776604439284828,1.377350257711289,0,10,0,19,33,1
152,5,62757.91304347825,-0.5776604439284828,1.377350257711289,0,11,0,19,33,1
932,4,62757.91304347825,-0.5776604439284828,1.377350257711289,0,40,0,19,33,1
444,3,62757.91304347825,-0.5776604439284828,1.377350257711289,0,41,0,19,33,1
244,3,62757.91304347825,-0.5776604439284828,1.377350257711289,0,46,0,19,33,1
776,3,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,3,37,23,42,1
1615,6,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,5,37,23,42,1
167,5,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,12,37,23,42,1
253,11,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,13,37,23,42,1
545,4,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,17,37,23,42,1
1724,10,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,22,37,23,42,1
366,0,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,36,37,23,42,1
608,0,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,37,37,23,42,1
91,8,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,38,37,23,42,1
2879,8,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,42,37,23,42,1
684,9,1221773.7391304348,-0.5113855047654706,-0.547909432841931,1,45,37,23,42,1
776,3,119230.17391304347,-0.5184158523417771,1.5122317481733663,1,3,38,17,41,1
890,4,119230.17391304347,-0.5184158523417771,1.5122317481733663,1,4,38,17,41,1
1615,6,119230.17391304347,-0.5184158523417771,1.5122317481733663,1,5,38,17,41,1
1724,3,119230.17391304347,-0.5184158523417771,1.5122317481733663,1,22,38,17,41,1
608,3,119230.17391304347,-0.5184158523417771,1.5122317481733663,1,37,38,17,41,1
2879,12,119230.17391304347,-0.5184158523417771,1.5122317481733663,1,42,38,17,41,1
244,10,119230.17391304347,-0.5184158523417771,1.5122317481733663,1,46,38,17,41,1
776,4,398224.2173913043,-0.5929451922410658,-0.5342599247538956,1,3,47,17,41,1
2879,6,398224.2173913043,-0.5929451922410658,-0.5342599247538956,1,42,47,17,41,1
776,4,7047004.304347826,-0.5658936958386586,-0.7624145690238339,0,3,59,32,44,0
150,4,7047004.304347826,-0.5658936958386586,-0.7624145690238339,0,31,59,32,44,0
932,6,7047004.304347826,-0.5658936958386586,-0.7624145690238339,0,40,59,32,44,0
776,3,6038438.695652174,-0.567941893085372,-0.7593380208153693,0,3,64,12,16,1
1615,3,6038438.695652174,-0.567941893085372,-0.7593380208153693,0,5,64,12,16,1
386,4,6038438.695652174,-0.567941893085372,-0.7593380208153693,0,7,64,12,16,1
150,5,6038438.695652174,-0.567941893085372,-0.7593380208153693,0,31,64,12,16,1
932,9,6038438.695652174,-0.567941893085372,-0.7593380208153693,0,40,64,12,16,1
444,7,6038438.695652174,-0.567941893085372,-0.7593380208153693,0,41,64,12,16,1
776,8,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,3,69,35,10,1
890,4,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,4,69,35,10,1
1615,7,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,5,69,35,10,1
175,3,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,10,69,35,10,1
286,4,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,16,69,35,10,1
545,12,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,17,69,35,10,1
1724,25,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,22,69,35,10,1
153,8,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,26,69,35,10,1
769,6,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,34,69,35,10,1
251,0,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,35,69,35,10,1
2879,15,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,42,69,35,10,1
684,4,152340.95652173914,-0.43284954926502683,2.3232922808683543,1,45,69,35,10,1
776,22,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,3,78,19,9,1
890,26,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,4,78,19,9,1
1615,26,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,5,78,19,9,1
386,5,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,7,78,19,9,1
634,9,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,8,78,19,9,1
175,4,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,10,78,19,9,1
152,5,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,11,78,19,9,1
545,5,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,17,78,19,9,1
143,4,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,19,78,19,9,1
637,3,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,20,78,19,9,1
97,5,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,21,78,19,9,1
1724,15,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,22,78,19,9,1
769,12,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,34,78,19,9,1
251,4,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,35,78,19,9,1
366,5,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,36,78,19,9,1
608,8,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,37,78,19,9,1
932,10,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,40,78,19,9,1
444,7,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,41,78,19,9,1
2879,33,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,42,78,19,9,1
684,4,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,45,78,19,9,1
244,3,524800.4782608695,-0.25771490779248013,0.8954939595229804,1,46,78,19,9,1
776,6,461516.3043478261,-0.5433345327547102,-0.3179219907649039,1,3,85,10,14,0
890,4,461516.3043478261,-0.5433345327547102,-0.3179219907649039,1,4,85,10,14,0
1724,15,461516.3043478261,-0.5433345327547102,-0.3179219907649039,1,22,85,10,14,0
366,4,461516.3043478261,-0.5433345327547102,-0.3179219907649039,1,36,85,10,14,0
932,3,461516.3043478261,-0.5433345327547102,-0.3179219907649039,1,40,85,10,14,0
444,4,461516.3043478261,-0.5433345327547102,-0.3179219907649039,1,41,85,10,14,0
2879,9,461516.3043478261,-0.5433345327547102,-0.3179219907649039,1,42,85,10,14,0
776,3,797820.1739130435,-0.5834688717876018,-0.6324195531792003,0,3,86,7,50,0
932,3,797820.1739130435,-0.5834688717876018,-0.6324195531792003,0,40,86,7,50,0
776,4,795901.6086956522,-0.499355713068469,-0.3854753965709718,1,3,90,5,11,1
366,0,795901.6086956522,-0.499355713068469,-0.3854753965709718,1,36,90,5,11,1
2879,5,795901.6086956522,-0.499355713068469,-0.3854753965709718,1,42,90,5,11,1
264,5,795901.6086956522,-0.499355713068469,-0.3854753965709718,1,43,90,5,11,1
684,5,795901.6086956522,-0.499355713068469,-0.3854753965709718,1,45,90,5,11,1
890,9,1810237.1739130442,-0.5831341491954988,-0.7176424808688533,1,4,28,8,25,1
1615,8,1810237.1739130442,-0.5831341491954988,-0.7176424808688533,1,5,28,8,25,1
1724,6,1810237.1739130442,-0.5831341491954988,-0.7176424808688533,1,22,28,8,25,1
320,3,1810237.1739130442,-0.5831341491954988,-0.7176424808688533,1,32,28,8,25,1
769,15,1810237.1739130442,-0.5831341491954988,-0.7176424808688533,1,34,28,8,25,1
608,4,1810237.1739130442,-0.5831341491954988,-0.7176424808688533,1,37,28,8,25,1
2879,19,1810237.1739130442,-0.5831341491954988,-0.7176424808688533,1,42,28,8,25,1
684,8,1810237.1739130442,-0.5831341491954988,-0.7176424808688533,1,45,28,8,25,1
890,0,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,4,31,31,24,1
1615,7,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,5,31,31,24,1
253,0,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,13,31,31,24,1
102,0,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,15,31,31,24,1
286,4,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,16,31,31,24,1
637,0,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,20,31,31,24,1
1724,8,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,22,31,31,24,1
2879,5,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,42,31,31,24,1
264,5,326355.0434782609,-0.5214836358043907,0.031972599814671016,1,43,31,31,24,1
890,9,476743.7826086957,-0.393973584503452,0.39810576531506453,1,4,55,27,38,1
1615,21,476743.7826086957,-0.393973584503452,0.39810576531506453,1,5,55,27,38,1
634,5,476743.7826086957,-0.393973584503452,0.39810576531506453,1,8,55,27,38,1
545,6,476743.7826086957,-0.393973584503452,0.39810576531506453,1,17,55,27,38,1
637,5,476743.7826086957,-0.393973584503452,0.39810576531506453,1,20,55,27,38,1
1724,23,476743.7826086957,-0.393973584503452,0.39810576531506453,1,22,55,27,38,1
249,3,476743.7826086957,-0.393973584503452,0.39810576531506453,1,25,55,27,38,1
769,5,476743.7826086957,-0.393973584503452,0.39810576531506453,1,34,55,27,38,1
608,7,476743.7826086957,-0.393973584503452,0.39810576531506453,1,37,55,27,38,1
932,4,476743.7826086957,-0.393973584503452,0.39810576531506453,1,40,55,27,38,1
2879,36,476743.7826086957,-0.393973584503452,0.39810576531506453,1,42,55,27,38,1
684,4,476743.7826086957,-0.393973584503452,0.39810576531506453,1,45,55,27,38,1
244,0,476743.7826086957,-0.393973584503452,0.39810576531506453,1,46,55,27,38,1
890,3,222574.91304347827,-0.5004548818955025,0.6336054408009915,0,4,84,21,15,1
1615,12,222574.91304347827,-0.5004548818955025,0.6336054408009915,0,5,84,21,15,1
253,6,222574.91304347827,-0.5004548818955025,0.6336054408009915,0,13,84,21,15,1
545,10,222574.91304347827,-0.5004548818955025,0.6336054408009915,0,17,84,21,15,1
637,3,222574.91304347827,-0.5004548818955025,0.6336054408009915,0,20,84,21,15,1
1724,20,222574.91304347827,-0.5004548818955025,0.6336054408009915,0,22,84,21,15,1
2879,13,222574.91304347827,-0.5004548818955025,0.6336054408009915,0,42,84,21,15,1
684,7,222574.91304347827,-0.5004548818955025,0.6336054408009915,0,45,84,21,15,1
890,4,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,4,109,24,13,0
1615,3,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,5,109,24,13,0
175,3,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,10,109,24,13,0
1724,6,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,22,109,24,13,0
150,6,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,31,109,24,13,0
366,4,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,36,109,24,13,0
932,10,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,40,109,24,13,0
444,5,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,41,109,24,13,0
2879,4,3491407.1304347827,-0.5523289230640746,-0.7297660866607468,0,42,109,24,13,0
890,3,2301536.5217391304,-0.5494316826265954,-0.6979776857291682,0,4,129,5,11,0
1615,4,2301536.5217391304,-0.5494316826265954,-0.6979776857291682,0,5,129,5,11,0
634,3,2301536.5217391304,-0.5494316826265954,-0.6979776857291682,0,8,129,5,11,0
1724,3,2301536.5217391304,-0.5494316826265954,-0.6979776857291682,0,22,129,5,11,0
150,4,2301536.5217391304,-0.5494316826265954,-0.6979776857291682,0,31,129,5,11,0
932,9,2301536.5217391304,-0.5494316826265954,-0.6979776857291682,0,40,129,5,11,0
1615,9,424723.2173913043,-0.5908688747771893,-0.5385336556638367,1,5,11,34,53,1
2879,5,424723.2173913043,-0.5908688747771893,-0.5385336556638367,1,42,11,34,53,1
1615,3,1491674.5217391304,-0.6091658079944036,-0.743851976904618,0,5,30,10,21,1
1615,3,691423.043478261,-0.6046989938693855,-0.6804917502162389,0,5,39,7,35,1
1615,4,58100.34782608696,-0.5275099027520902,3.564655008268258,0,5,57,29,26,1
2879,3,58100.34782608696,-0.5275099027520902,3.564655008268258,0,42,57,29,26,1
1615,3,405407.8695652174,-0.62551229854783,-0.7261397634775006,0,5,58,7,50,0
932,3,405407.8695652174,-0.62551229854783,-0.7261397634775006,0,40,58,7,50,0
1615,5,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,5,71,1,51,0
634,3,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,8,71,1,51,0
545,3,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,17,71,1,51,0
1724,4,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,22,71,1,51,0
84,3,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,30,71,1,51,0
150,3,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,31,71,1,51,0
608,7,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,37,71,1,51,0
932,9,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,40,71,1,51,0
444,4,15978322.56521739,-0.5537551069393329,-0.7735865688548428,0,41,71,1,51,0
1615,3,2640561.7391304346,-0.6238887133960361,-0.775013184378363,0,5,73,11,48,0
1615,3,659374.1304347826,-0.6087158442977779,-0.6895977007364024,0,5,76,10,14,0
932,4,659374.1304347826,-0.6087158442977779,-0.6895977007364024,0,40,76,10,14,0
1615,3,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,5,88,31,24,1
634,0,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,8,88,31,24,1
253,0,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,13,88,31,24,1
545,6,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,17,88,31,24,1
1724,16,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,22,88,31,24,1
153,3,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,26,88,31,24,1
769,4,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,34,88,31,24,1
2879,8,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,42,88,31,24,1
684,3,228894.5652173913,-0.48547944759212674,0.7470697603084865,1,45,88,31,24,1
1615,5,727481.4347826086,-0.5498301872810856,-0.5097263820335332,0,5,111,32,49,0
1724,5,727481.4347826086,-0.5498301872810856,-0.5097263820335332,0,22,111,32,49,0
115,5,727481.4347826086,-0.5498301872810856,-0.5097263820335332,0,28,111,32,49,0
150,6,727481.4347826086,-0.5498301872810856,-0.5097263820335332,0,31,111,32,49,0
1615,0,306213.3043478261,-0.6165894950479371,-0.6389008009173605,0,5,124,18,46,1
366,0,306213.3043478261,-0.6165894950479371,-0.6389008009173605,0,36,124,18,46,1
545,5,583576.2608695652,-0.5881215116280405,-0.5947950940750155,0,17,27,35,10,1
1724,9,583576.2608695652,-0.5881215116280405,-0.5947950940750155,0,22,27,35,10,1
1724,6,809838.5217391305,-0.5917900863207458,-0.6586659789548701,0,22,5,26,19,1
2879,3,809838.5217391305,-0.5917900863207458,-0.6586659789548701,0,42,5,26,19,1
1724,4,114313.39130434785,-0.6137479369643076,-0.33468360338509845,0,22,25,5,11,1
932,4,114313.39130434785,-0.6137479369643076,-0.33468360338509845,0,40,25,5,11,1
2879,6,114313.39130434785,-0.6137479369643076,-0.33468360338509845,0,42,25,5,11,1
1724,4,2430423.0,-0.5733894540417768,-0.7256218830721558,0,22,35,10,14,0
932,6,2430423.0,-0.5733894540417768,-0.7256218830721558,0,40,35,10,14,0
444,3,2430423.0,-0.5733894540417768,-0.7256218830721558,0,41,35,10,14,0
